Year,Gender,Age,DayOfWeek,Hour,Location,Severity
2021,Female,47,Friday,0,Orhei,Without fatalities
2020,Female,34,Monday,18,Chișinău,With fatalities
2023,Female,35,Thursday,18,Soroca,With fatalities
2022,Male,29,Tuesday,20,Edineț,Without fatalities
2022,Male,51,Friday,6,Ungheni,Without fatalities
2020,Male,26,Wednesday,0,Edineț,Without fatalities
2019,Male,52,Wednesday,0,Orhei,Without fatalities
2024,Female,43,Sunday,9,Chișinău,Without fatalities
2022,Male,39,Saturday,12,Chișinău,Without fatalities
2019,Male,30,Tuesday,21,Cahul,Without fatalities
2022,Female,19,Thursday,4,Chișinău,Without fatalities
2019,Male,30,Friday,11,Ungheni,Without fatalities
2018,Male,35,Sunday,2,Cahul,Without fatalities
2019,Male,18,Saturday,18,Comrat,Without fatalities
2022,Male,37,Saturday,3,Hîncești,Without fatalities
2021,Female,53,Friday,14,Comrat,With fatalities
2017,Female,48,Sunday,12,Soroca,Without fatalities
2024,Male,32,Sunday,10,Chișinău,Without fatalities
2021,Female,40,Friday,1,Soroca,Without fatalities
2023,Male,31,Friday,8,Chișinău,Without fatalities
2020,Male,42,Friday,11,Orhei,Without fatalities
2024,Male,63,Thursday,3,Edineț,Without fatalities
2023,Female,54,Friday,18,Comrat,Without fatalities
2021,Female,47,Sunday,9,Chișinău,Without fatalities
2024,Female,32,Thursday,10,Edineț,Without fatalities
2023,Female,51,Thursday,6,Hîncești,Without fatalities
2021,Female,18,Thursday,12,Bălți,With fatalities
2024,Female,36,Wednesday,8,Chișinău,Without fatalities
2019,Male,48,Monday,11,Orhei,Without fatalities
2019,Female,51,Saturday,1,Ungheni,Without fatalities
2024,Male,50,Tuesday,21,Comrat,Without fatalities
2023,Male,44,Wednesday,20,Cahul,Without fatalities
2020,Female,37,Sunday,0,Cahul,Without fatalities
2018,Male,48,Monday,6,Edineț,With fatalities
2017,Male,25,Saturday,0,Comrat,Without fatalities
2019,Male,27,Wednesday,15,Soroca,Without fatalities
2017,Female,40,Saturday,3,Cahul,Without fatalities
2017,Female,42,Thursday,7,Chișinău,Without fatalities
2023,Male,18,Thursday,16,Cahul,Without fatalities
2015,Female,46,Friday,20,Hîncești,Without fatalities
2021,Male,51,Sunday,18,Chișinău,Without fatalities
2020,Female,38,Thursday,3,Soroca,Without fatalities
2024,Male,75,Wednesday,3,Ungheni,Without fatalities
2021,Male,29,Saturday,7,Orhei,With fatalities
2017,Female,34,Tuesday,9,Bălți,With fatalities
2016,Female,34,Sunday,15,Ungheni,Without fatalities
2023,Female,38,Saturday,18,Hîncești,Without fatalities
2017,Female,35,Thursday,0,Soroca,Without fatalities
2024,Female,18,Saturday,4,Edineț,Without fatalities
2022,Male,31,Monday,1,Bălți,With fatalities
2020,Male,38,Saturday,15,Hîncești,With fatalities
2022,Male,58,Wednesday,12,Comrat,Without fatalities
2018,Female,73,Monday,5,Comrat,Without fatalities
2020,Female,60,Sunday,3,Bălți,Without fatalities
2015,Male,28,Friday,6,Edineț,Without fatalities
2024,Male,29,Friday,1,Hîncești,Without fatalities
2021,Male,37,Saturday,22,Soroca,Without fatalities
2023,Male,66,Tuesday,9,Cahul,Without fatalities
2024,Female,37,Wednesday,13,Cahul,Without fatalities
2022,Male,20,Tuesday,7,Orhei,Without fatalities
2020,Female,32,Monday,2,Chișinău,Without fatalities
2022,Male,51,Tuesday,2,Hîncești,Without fatalities
2020,Female,50,Sunday,1,Orhei,Without fatalities
2022,Female,36,Monday,16,Hîncești,With fatalities
2021,Female,50,Sunday,18,Cahul,Without fatalities
2017,Female,18,Tuesday,9,Cahul,Without fatalities
2023,Male,41,Friday,11,Comrat,Without fatalities
2021,Male,52,Wednesday,22,Comrat,Without fatalities
2018,Male,27,Tuesday,10,Ungheni,Without fatalities
2024,Female,27,Saturday,8,Edineț,Without fatalities
2024,Male,18,Sunday,12,Bălți,Without fatalities
2022,Male,63,Monday,5,Chișinău,Without fatalities
2024,Male,29,Sunday,13,Chișinău,Without fatalities
2024,Female,43,Saturday,21,Bălți,With fatalities
2024,Female,49,Wednesday,10,Orhei,With fatalities
2017,Female,62,Saturday,4,Edineț,With fatalities
2019,Male,37,Friday,1,Cahul,Without fatalities
2020,Male,31,Sunday,6,Orhei,With fatalities
2023,Male,42,Friday,16,Edineț,Without fatalities
2024,Female,59,Thursday,5,Hîncești,Without fatalities
2023,Male,37,Wednesday,13,Edineț,Without fatalities
2021,Female,25,Tuesday,3,Comrat,Without fatalities
2017,Female,18,Friday,2,Ungheni,Without fatalities
2015,Female,21,Tuesday,10,Cahul,Without fatalities
2023,Female,52,Sunday,0,Comrat,Without fatalities
2024,Male,35,Tuesday,13,Chișinău,Without fatalities
2020,Male,30,Sunday,5,Comrat,With fatalities
2022,Female,29,Monday,22,Orhei,Without fatalities
2023,Male,41,Saturday,16,Cahul,Without fatalities
2018,Female,36,Tuesday,16,Cahul,Without fatalities
2023,Male,35,Sunday,22,Bălți,With fatalities
2022,Male,60,Thursday,10,Chișinău,With fatalities
2022,Female,63,Wednesday,21,Soroca,Without fatalities
2023,Female,18,Wednesday,6,Comrat,Without fatalities
2018,Female,44,Monday,12,Comrat,Without fatalities
2022,Female,28,Thursday,7,Orhei,Without fatalities
2018,Male,36,Saturday,7,Orhei,Without fatalities
2017,Female,44,Thursday,8,Comrat,With fatalities
2022,Male,36,Sunday,6,Edineț,Without fatalities
2019,Female,43,Wednesday,21,Soroca,Without fatalities
2023,Male,50,Thursday,8,Chișinău,With fatalities
2021,Female,44,Saturday,10,Comrat,Without fatalities
2023,Male,30,Friday,1,Bălți,Without fatalities
2024,Male,30,Tuesday,17,Soroca,With fatalities
2017,Male,18,Sunday,21,Comrat,Without fatalities
2015,Female,27,Tuesday,2,Comrat,Without fatalities
2020,Female,69,Wednesday,17,Hîncești,Without fatalities
2023,Female,28,Wednesday,15,Soroca,Without fatalities
2024,Female,22,Saturday,7,Orhei,Without fatalities
2015,Male,44,Thursday,22,Orhei,Without fatalities
2023,Male,38,Saturday,7,Chișinău,Without fatalities
2016,Male,37,Monday,5,Comrat,Without fatalities
2022,Female,61,Wednesday,1,Comrat,Without fatalities
2020,Male,48,Sunday,15,Ungheni,Without fatalities
2014,Male,32,Sunday,20,Ungheni,Without fatalities
2016,Female,33,Wednesday,8,Orhei,With fatalities
2020,Female,32,Wednesday,18,Cahul,Without fatalities
2024,Male,53,Saturday,20,Orhei,Without fatalities
2017,Female,35,Sunday,14,Ungheni,Without fatalities
2019,Female,18,Saturday,23,Edineț,Without fatalities
2024,Female,39,Thursday,1,Soroca,Without fatalities
2021,Female,18,Friday,14,Edineț,With fatalities
2019,Male,72,Wednesday,21,Hîncești,Without fatalities
2022,Male,25,Friday,10,Ungheni,Without fatalities
2021,Male,37,Saturday,19,Chișinău,Without fatalities
2024,Male,43,Thursday,11,Comrat,Without fatalities
2014,Male,35,Saturday,14,Comrat,Without fatalities
2024,Female,35,Monday,15,Soroca,With fatalities
2015,Male,46,Sunday,5,Soroca,Without fatalities
2021,Male,62,Tuesday,2,Chișinău,Without fatalities
2023,Female,51,Tuesday,5,Cahul,Without fatalities
2022,Female,62,Saturday,22,Chișinău,With fatalities
2019,Female,24,Tuesday,2,Comrat,Without fatalities
2024,Male,44,Tuesday,20,Soroca,Without fatalities
2021,Female,42,Thursday,12,Ungheni,Without fatalities
2019,Female,45,Tuesday,11,Comrat,Without fatalities
2023,Female,60,Thursday,7,Hîncești,Without fatalities
2017,Male,36,Monday,1,Orhei,With fatalities
2018,Female,33,Wednesday,6,Hîncești,Without fatalities
2019,Female,48,Wednesday,16,Orhei,Without fatalities
2021,Male,18,Wednesday,6,Hîncești,Without fatalities
2014,Female,36,Sunday,0,Orhei,Without fatalities
2024,Male,37,Thursday,3,Hîncești,With fatalities
2022,Male,26,Thursday,14,Cahul,Without fatalities
2024,Female,55,Thursday,3,Soroca,Without fatalities
2023,Male,24,Monday,11,Soroca,Without fatalities
2017,Female,37,Friday,15,Edineț,Without fatalities
2018,Female,44,Thursday,20,Comrat,Without fatalities
2015,Female,60,Thursday,17,Bălți,Without fatalities
2023,Female,39,Wednesday,13,Bălți,Without fatalities
2022,Male,54,Saturday,13,Comrat,Without fatalities
2018,Female,50,Sunday,10,Ungheni,With fatalities
2024,Female,41,Tuesday,15,Orhei,Without fatalities
2023,Female,23,Tuesday,14,Hîncești,Without fatalities
2023,Male,18,Monday,21,Ungheni,Without fatalities
2019,Male,41,Tuesday,5,Comrat,Without fatalities
2019,Female,31,Friday,23,Hîncești,Without fatalities
2022,Male,53,Wednesday,12,Chișinău,Without fatalities
2022,Male,51,Monday,16,Bălți,Without fatalities
2022,Female,37,Tuesday,3,Hîncești,With fatalities
2024,Female,22,Tuesday,11,Soroca,Without fatalities
2017,Female,47,Saturday,17,Ungheni,Without fatalities
2016,Female,24,Wednesday,7,Comrat,Without fatalities
2022,Female,28,Monday,11,Soroca,With fatalities
2021,Male,25,Wednesday,3,Chișinău,Without fatalities
2020,Female,37,Monday,7,Hîncești,Without fatalities
2024,Female,57,Sunday,1,Edineț,Without fatalities
2022,Female,39,Sunday,3,Cahul,Without fatalities
2022,Female,33,Tuesday,11,Cahul,Without fatalities
2020,Female,18,Wednesday,20,Cahul,Without fatalities
2020,Male,48,Wednesday,21,Comrat,Without fatalities
2024,Female,28,Friday,9,Bălți,Without fatalities
2022,Male,41,Sunday,14,Hîncești,Without fatalities
2023,Female,34,Saturday,8,Ungheni,Without fatalities
2021,Female,52,Wednesday,8,Comrat,Without fatalities
2018,Female,37,Monday,6,Edineț,Without fatalities
2019,Male,39,Friday,1,Soroca,Without fatalities
2020,Female,47,Wednesday,6,Edineț,Without fatalities
2022,Female,71,Wednesday,8,Ungheni,Without fatalities
2017,Female,53,Friday,17,Bălți,Without fatalities
2020,Female,38,Tuesday,22,Cahul,Without fatalities
2016,Female,40,Wednesday,11,Orhei,With fatalities
2021,Female,32,Thursday,6,Orhei,Without fatalities
2024,Female,25,Saturday,18,Comrat,Without fatalities
2020,Male,31,Tuesday,21,Ungheni,Without fatalities
2015,Female,28,Wednesday,23,Edineț,Without fatalities
2022,Female,49,Tuesday,15,Edineț,Without fatalities
2022,Female,23,Monday,7,Comrat,Without fatalities
2021,Male,59,Tuesday,18,Cahul,With fatalities
2020,Male,51,Friday,5,Cahul,Without fatalities
2024,Female,40,Wednesday,1,Bălți,With fatalities
2024,Male,40,Tuesday,1,Comrat,With fatalities
2022,Female,31,Thursday,7,Orhei,Without fatalities
2021,Female,44,Monday,9,Comrat,Without fatalities
2015,Male,56,Monday,20,Bălți,Without fatalities
2019,Female,29,Sunday,20,Ungheni,Without fatalities
2019,Male,18,Tuesday,10,Chișinău,Without fatalities
2015,Male,50,Friday,19,Bălți,Without fatalities
2023,Male,44,Monday,19,Comrat,Without fatalities
2024,Female,23,Sunday,23,Soroca,Without fatalities
2024,Female,28,Tuesday,2,Cahul,Without fatalities
2023,Female,27,Tuesday,15,Bălți,Without fatalities
2023,Female,29,Monday,2,Cahul,Without fatalities
2021,Female,35,Tuesday,7,Ungheni,Without fatalities
2024,Female,36,Tuesday,18,Soroca,Without fatalities
2021,Female,30,Saturday,11,Edineț,With fatalities
2014,Male,28,Thursday,17,Hîncești,Without fatalities
2022,Female,36,Tuesday,12,Bălți,Without fatalities
2020,Female,42,Saturday,10,Cahul,Without fatalities
2021,Female,35,Saturday,12,Ungheni,With fatalities
2021,Male,57,Tuesday,20,Comrat,Without fatalities
2021,Male,47,Friday,2,Orhei,Without fatalities
2016,Male,18,Monday,5,Orhei,Without fatalities
2014,Female,47,Saturday,22,Comrat,With fatalities
2020,Male,49,Saturday,2,Chișinău,Without fatalities
2019,Male,33,Sunday,0,Edineț,Without fatalities
2019,Female,18,Friday,13,Hîncești,Without fatalities
2024,Female,40,Wednesday,22,Bălți,Without fatalities
2023,Female,39,Friday,19,Chișinău,Without fatalities
2014,Male,23,Sunday,6,Ungheni,Without fatalities
2014,Female,18,Wednesday,8,Bălți,Without fatalities
2023,Female,38,Wednesday,0,Orhei,Without fatalities
2024,Female,36,Friday,9,Cahul,Without fatalities
2021,Female,33,Thursday,12,Hîncești,Without fatalities
2021,Female,38,Friday,11,Edineț,Without fatalities
2019,Female,23,Saturday,3,Comrat,Without fatalities
2022,Male,33,Monday,6,Comrat,Without fatalities
2021,Female,47,Friday,9,Comrat,Without fatalities
2017,Male,34,Thursday,21,Soroca,Without fatalities
2021,Male,18,Friday,6,Edineț,Without fatalities
2020,Female,32,Thursday,14,Ungheni,Without fatalities
2024,Male,23,Monday,18,Soroca,Without fatalities
2023,Male,44,Tuesday,6,Cahul,Without fatalities
2023,Male,44,Thursday,13,Cahul,Without fatalities
2019,Female,18,Thursday,20,Bălți,Without fatalities
2017,Male,51,Saturday,13,Soroca,Without fatalities
2024,Male,23,Thursday,17,Bălți,Without fatalities
2020,Male,63,Monday,9,Ungheni,With fatalities
2022,Male,39,Wednesday,2,Chișinău,Without fatalities
2022,Female,21,Thursday,5,Bălți,Without fatalities
2024,Female,22,Sunday,21,Chișinău,Without fatalities
2017,Male,45,Monday,22,Bălți,With fatalities
2023,Female,34,Saturday,21,Ungheni,Without fatalities
2021,Female,38,Sunday,8,Chișinău,Without fatalities
2017,Male,64,Saturday,13,Orhei,Without fatalities
2023,Female,29,Tuesday,20,Chișinău,Without fatalities
2023,Female,40,Thursday,20,Cahul,Without fatalities
2015,Male,61,Wednesday,23,Bălți,Without fatalities
2023,Male,44,Monday,7,Bălți,Without fatalities
2017,Female,18,Tuesday,0,Ungheni,Without fatalities
2022,Female,47,Wednesday,2,Hîncești,Without fatalities
2022,Female,22,Tuesday,21,Cahul,With fatalities
2022,Female,61,Wednesday,5,Orhei,Without fatalities
2017,Male,27,Friday,0,Cahul,Without fatalities
2022,Male,84,Friday,17,Soroca,Without fatalities
2016,Male,62,Friday,9,Hîncești,Without fatalities
2023,Male,28,Tuesday,22,Cahul,Without fatalities
2015,Male,40,Friday,16,Edineț,With fatalities
2023,Female,51,Monday,20,Orhei,Without fatalities
2024,Female,51,Monday,0,Edineț,With fatalities
2019,Male,46,Friday,21,Bălți,Without fatalities
2023,Male,58,Wednesday,22,Hîncești,Without fatalities
2020,Male,38,Wednesday,7,Chișinău,With fatalities
2023,Female,34,Tuesday,11,Cahul,Without fatalities
2022,Female,34,Wednesday,18,Ungheni,Without fatalities
2019,Female,52,Sunday,13,Orhei,Without fatalities
2018,Male,45,Sunday,18,Ungheni,Without fatalities
2024,Male,44,Sunday,16,Bălți,Without fatalities
2023,Male,51,Thursday,15,Cahul,Without fatalities
2022,Male,18,Wednesday,18,Cahul,Without fatalities
2020,Male,44,Monday,4,Orhei,Without fatalities
2021,Female,43,Saturday,21,Soroca,Without fatalities
2022,Male,65,Wednesday,18,Soroca,Without fatalities
2016,Female,18,Sunday,3,Ungheni,Without fatalities
2024,Female,63,Tuesday,4,Ungheni,Without fatalities
2016,Female,41,Wednesday,4,Hîncești,Without fatalities
2023,Female,47,Sunday,23,Comrat,Without fatalities
2021,Female,65,Tuesday,0,Edineț,Without fatalities
2023,Male,48,Thursday,17,Ungheni,Without fatalities
2019,Male,46,Friday,14,Cahul,Without fatalities
2020,Male,43,Thursday,20,Chișinău,Without fatalities
2021,Female,32,Monday,18,Hîncești,With fatalities
2017,Female,39,Saturday,22,Hîncești,Without fatalities
2024,Female,29,Thursday,13,Bălți,Without fatalities
2024,Female,39,Thursday,5,Ungheni,Without fatalities
2020,Female,18,Monday,17,Ungheni,Without fatalities
2020,Female,46,Monday,7,Chișinău,Without fatalities
2022,Male,38,Friday,4,Bălți,Without fatalities
2022,Female,34,Friday,21,Edineț,Without fatalities
2024,Female,43,Wednesday,7,Orhei,Without fatalities
2020,Male,18,Tuesday,5,Chișinău,Without fatalities
2023,Female,68,Monday,9,Comrat,Without fatalities
2018,Male,38,Thursday,2,Comrat,Without fatalities
2022,Male,37,Thursday,12,Orhei,Without fatalities
2021,Male,25,Friday,6,Edineț,Without fatalities
2022,Female,40,Tuesday,3,Soroca,Without fatalities
2020,Male,60,Sunday,12,Bălți,With fatalities
2019,Male,55,Monday,5,Ungheni,Without fatalities
2021,Female,52,Friday,15,Edineț,Without fatalities
2024,Male,48,Sunday,21,Edineț,With fatalities
2022,Female,34,Tuesday,20,Soroca,Without fatalities
2022,Female,18,Monday,0,Orhei,Without fatalities
2023,Male,36,Thursday,23,Hîncești,Without fatalities
2023,Female,36,Thursday,12,Bălți,Without fatalities
2019,Female,55,Friday,1,Soroca,Without fatalities
2018,Male,44,Tuesday,19,Hîncești,With fatalities
2021,Male,64,Thursday,18,Cahul,Without fatalities
2017,Male,57,Sunday,5,Orhei,Without fatalities
2021,Male,33,Tuesday,10,Ungheni,With fatalities
2023,Female,18,Friday,16,Ungheni,Without fatalities
2014,Male,60,Sunday,8,Cahul,Without fatalities
2016,Male,60,Sunday,4,Chișinău,Without fatalities
2024,Male,19,Wednesday,4,Edineț,Without fatalities
2024,Female,62,Tuesday,15,Soroca,Without fatalities
2020,Female,45,Saturday,3,Bălți,Without fatalities
2022,Female,42,Tuesday,19,Chișinău,Without fatalities
2017,Female,64,Friday,12,Chișinău,Without fatalities
2020,Female,60,Saturday,16,Ungheni,Without fatalities
2023,Male,49,Wednesday,8,Ungheni,Without fatalities
2024,Female,47,Thursday,12,Orhei,With fatalities
2020,Female,49,Monday,15,Comrat,Without fatalities
2019,Female,33,Friday,19,Chișinău,Without fatalities
2022,Male,39,Monday,9,Bălți,Without fatalities
2023,Male,26,Wednesday,9,Cahul,Without fatalities
2024,Female,35,Saturday,19,Hîncești,Without fatalities
2023,Male,34,Wednesday,15,Ungheni,Without fatalities
2018,Female,30,Tuesday,22,Orhei,Without fatalities
2015,Male,42,Monday,19,Bălți,With fatalities
2019,Male,35,Monday,0,Bălți,Without fatalities
2018,Female,47,Wednesday,10,Bălți,Without fatalities
2016,Male,18,Saturday,12,Soroca,Without fatalities
2021,Female,38,Monday,17,Hîncești,With fatalities
2019,Female,41,Sunday,4,Orhei,Without fatalities
2024,Female,35,Thursday,3,Hîncești,With fatalities
2020,Male,37,Wednesday,23,Orhei,Without fatalities
2024,Male,18,Tuesday,5,Hîncești,Without fatalities
2019,Female,45,Tuesday,14,Soroca,Without fatalities
2023,Female,49,Tuesday,22,Chișinău,With fatalities
2021,Male,47,Monday,1,Orhei,Without fatalities
2015,Female,55,Wednesday,3,Ungheni,Without fatalities
2021,Male,43,Tuesday,13,Hîncești,Without fatalities
2018,Male,47,Wednesday,3,Orhei,Without fatalities
2019,Male,42,Monday,17,Chișinău,Without fatalities
2022,Female,50,Thursday,19,Orhei,With fatalities
2021,Female,18,Thursday,15,Cahul,Without fatalities
2024,Male,26,Thursday,8,Cahul,Without fatalities
2024,Female,63,Monday,7,Comrat,With fatalities
2023,Female,18,Tuesday,10,Bălți,Without fatalities
2024,Male,37,Monday,13,Hîncești,Without fatalities
